               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.018823,            0.014166,           0.0014656,             0.70979,             0.67803,             0.69707,             0.46653,            0.031465,            0.016579,            0.013734,            0.007459,            0.007459,            0.007459
                 156,            0.019367,            0.014336,           0.0013367,              0.7181,             0.62953,              0.6806,             0.48326,            0.031469,            0.016722,            0.014269,           0.0074425,           0.0074425,           0.0074425
                 157,            0.019064,            0.014355,           0.0014622,              0.6244,             0.73348,             0.68211,              0.4725,            0.031284,            0.016427,            0.013326,            0.007426,            0.007426,            0.007426
                 158,            0.018737,            0.014109,           0.0013569,              0.7931,              0.6327,             0.70028,               0.487,            0.031341,             0.01692,            0.013275,           0.0074095,           0.0074095,           0.0074095
                 159,            0.019053,            0.014065,           0.0015927,             0.74824,             0.66342,             0.71984,             0.50881,            0.031686,            0.015872,            0.013293,            0.007393,            0.007393,            0.007393
                 160,            0.019016,            0.013757,           0.0015004,             0.73682,             0.64165,             0.70042,             0.50091,            0.031634,            0.016012,            0.018585,           0.0073765,           0.0073765,           0.0073765
                 161,            0.019088,            0.013869,           0.0012939,             0.68747,             0.67935,             0.66042,             0.45101,            0.032095,            0.016803,            0.016971,             0.00736,             0.00736,             0.00736
                 162,            0.018956,            0.014141,           0.0013442,             0.72551,             0.71219,             0.71307,             0.48694,            0.031526,            0.016577,            0.017469,           0.0073435,           0.0073435,           0.0073435
                 163,            0.018899,            0.014273,           0.0013827,             0.74882,             0.71646,             0.73124,             0.48999,            0.031051,            0.016348,            0.016882,            0.007327,            0.007327,            0.007327
                 164,            0.018355,            0.014109,           0.0012298,             0.72727,             0.69592,             0.70347,              0.4662,            0.031359,            0.016413,            0.015203,           0.0073105,           0.0073105,           0.0073105
                 165,            0.018881,            0.013554,           0.0012363,             0.73042,               0.694,             0.68592,             0.48397,            0.031425,            0.016457,            0.014192,            0.007294,            0.007294,            0.007294
                 166,            0.018735,            0.014013,           0.0014172,             0.72286,              0.6511,             0.69453,             0.49948,            0.031378,            0.016572,            0.017155,           0.0072775,           0.0072775,           0.0072775
                 167,            0.018884,            0.014289,           0.0013082,             0.78325,             0.63743,             0.69675,             0.48912,            0.030926,            0.016467,            0.018431,            0.007261,            0.007261,            0.007261
                 168,            0.018074,            0.013848,           0.0013101,             0.70712,             0.67572,             0.68762,             0.48629,            0.030594,            0.016302,            0.017117,           0.0072445,           0.0072445,           0.0072445
                 169,            0.018176,            0.013869,           0.0012086,             0.76426,             0.64768,             0.72594,             0.48397,             0.03098,            0.016131,            0.012287,            0.007228,            0.007228,            0.007228
                 170,            0.018402,              0.0139,           0.0013346,             0.83969,             0.60336,             0.70601,             0.48781,            0.031832,             0.01625,            0.014672,           0.0072115,           0.0072115,           0.0072115
                 171,            0.018397,            0.014083,           0.0011118,             0.76761,             0.65855,             0.69446,             0.50265,            0.030552,            0.016757,            0.015236,            0.007195,            0.007195,            0.007195
                 172,            0.018702,            0.013659,           0.0013415,             0.80157,             0.63624,             0.70652,             0.49867,            0.030319,            0.015844,            0.017179,           0.0071785,           0.0071785,           0.0071785
                 173,            0.018064,            0.013831,           0.0012559,             0.73446,             0.67902,             0.73174,             0.50823,            0.031258,             0.01659,            0.017401,            0.007162,            0.007162,            0.007162
                 174,            0.018739,            0.013893,           0.0012661,             0.70493,             0.67873,             0.67895,             0.49034,            0.031364,            0.016725,            0.020705,           0.0071455,           0.0071455,           0.0071455
                 175,            0.018618,            0.014157,            0.001097,             0.66706,             0.65917,             0.69419,             0.48292,            0.031516,            0.016327,            0.020419,            0.007129,            0.007129,            0.007129
                 176,            0.018065,            0.013615,           0.0013005,             0.81015,             0.63069,             0.71168,             0.49613,            0.030971,            0.017467,            0.015488,           0.0071125,           0.0071125,           0.0071125
                 177,            0.018502,            0.013678,            0.001149,             0.75639,             0.65585,             0.71564,              0.5203,            0.030986,            0.016955,            0.016888,            0.007096,            0.007096,            0.007096
                 178,            0.018065,            0.013686,           0.0012241,             0.68184,             0.73953,             0.71722,             0.51454,            0.031649,            0.016799,            0.016196,           0.0070795,           0.0070795,           0.0070795
                 179,            0.017867,            0.013245,           0.0010454,             0.74361,             0.68564,             0.72324,             0.49944,            0.030674,            0.016596,            0.016235,            0.007063,            0.007063,            0.007063
                 180,            0.017882,            0.013555,           0.0011397,             0.82965,             0.61568,             0.71214,             0.52004,            0.032066,            0.016147,            0.016053,           0.0070465,           0.0070465,           0.0070465
                 181,            0.018263,            0.013956,           0.0011799,             0.70328,             0.70324,             0.73129,             0.51086,            0.031028,            0.016081,            0.012554,             0.00703,             0.00703,             0.00703
                 182,            0.018497,            0.013755,            0.001162,             0.71697,             0.67194,             0.71851,             0.49936,            0.030581,            0.017284,            0.014504,           0.0070135,           0.0070135,           0.0070135
                 183,            0.017792,            0.013839,           0.0011974,             0.71952,             0.70421,             0.73027,             0.50863,            0.030382,            0.016622,            0.013479,            0.006997,            0.006997,            0.006997
                 184,            0.017721,            0.013489,           0.0010846,             0.76114,             0.68233,             0.69925,             0.48038,            0.031396,            0.017577,            0.013787,           0.0069805,           0.0069805,           0.0069805
                 185,            0.018596,             0.01399,           0.0012292,             0.76469,             0.62544,             0.66969,             0.48065,            0.030971,            0.017022,            0.013397,            0.006964,            0.006964,            0.006964
                 186,            0.017952,            0.013565,           0.0012633,             0.80029,             0.66008,             0.71828,             0.50149,            0.031158,            0.016814,            0.012919,           0.0069475,           0.0069475,           0.0069475
                 187,            0.017599,            0.013845,           0.0011126,             0.77109,             0.68937,             0.72675,             0.53715,            0.031187,            0.017097,            0.013105,            0.006931,            0.006931,            0.006931
                 188,            0.017627,            0.013484,          0.00094908,             0.71649,             0.71814,             0.71474,             0.51095,            0.031805,            0.017667,            0.016938,           0.0069145,           0.0069145,           0.0069145
                 189,            0.017931,            0.013211,           0.0011701,             0.76354,             0.67501,               0.707,             0.50754,            0.031939,            0.018243,            0.017258,            0.006898,            0.006898,            0.006898
                 190,            0.017896,            0.013931,           0.0012244,              0.6746,             0.67843,             0.67214,             0.47889,            0.031982,            0.017959,             0.01714,           0.0068815,           0.0068815,           0.0068815
                 191,            0.017561,            0.013386,           0.0013081,             0.81486,             0.60089,              0.6704,             0.49058,             0.03135,            0.017668,            0.013738,            0.006865,            0.006865,            0.006865
                 192,            0.018078,            0.014046,           0.0011896,             0.66094,             0.69561,             0.68356,               0.486,            0.031802,            0.016738,            0.014887,           0.0068485,           0.0068485,           0.0068485
                 193,            0.017934,            0.013535,           0.0012184,             0.71244,             0.65301,             0.67011,              0.4837,            0.031229,            0.017157,            0.015418,            0.006832,            0.006832,            0.006832
                 194,             0.01819,            0.013441,           0.0011634,             0.75758,             0.70266,             0.72276,              0.5153,            0.030813,            0.017662,            0.017384,           0.0068155,           0.0068155,           0.0068155
                 195,             0.01796,            0.013556,          0.00097002,             0.73274,             0.68813,             0.72136,              0.5139,            0.030967,             0.01725,             0.01573,            0.006799,            0.006799,            0.006799
                 196,             0.01769,            0.013106,           0.0011386,             0.83443,             0.66057,             0.71799,             0.50984,            0.031776,            0.017678,            0.014685,           0.0067825,           0.0067825,           0.0067825
                 197,            0.018096,            0.013385,           0.0010113,             0.79281,             0.65965,             0.72176,             0.49402,            0.030982,            0.017148,            0.013942,            0.006766,            0.006766,            0.006766
                 198,            0.017711,            0.013191,             0.00117,             0.70496,             0.73321,             0.72464,             0.51357,            0.030908,             0.01664,            0.012991,           0.0067495,           0.0067495,           0.0067495
                 199,            0.017606,             0.01296,           0.0011755,             0.73875,             0.67645,             0.71203,             0.51706,            0.031561,            0.016852,            0.015867,            0.006733,            0.006733,            0.006733
                 200,            0.017469,             0.01321,           0.0010029,             0.76694,             0.66715,             0.70773,             0.50511,             0.03176,            0.016562,            0.014453,           0.0067165,           0.0067165,           0.0067165
                 201,            0.017763,            0.013059,           0.0010767,             0.70366,             0.66176,             0.68327,             0.49462,            0.031708,            0.016995,            0.013352,              0.0067,              0.0067,              0.0067
                 202,            0.017254,            0.013276,           0.0012763,             0.80318,             0.60252,              0.6726,             0.47945,            0.031681,            0.017211,            0.010219,           0.0066835,           0.0066835,           0.0066835
                 203,            0.017522,            0.013011,           0.0010413,             0.69931,             0.64245,              0.6649,             0.48144,            0.030558,            0.017225,            0.010993,            0.006667,            0.006667,            0.006667
                 204,            0.017291,            0.012897,           0.0011324,             0.69406,             0.63357,             0.64169,             0.45567,            0.031117,            0.017576,             0.01494,           0.0066505,           0.0066505,           0.0066505
                 205,            0.017538,            0.013355,          0.00095857,              0.7306,             0.65201,             0.67396,             0.47965,            0.031192,            0.017471,            0.013539,            0.006634,            0.006634,            0.006634
                 206,            0.017575,             0.01339,           0.0009432,              0.7933,             0.62107,             0.66552,             0.46981,            0.030727,            0.017729,            0.011513,           0.0066175,           0.0066175,           0.0066175
                 207,            0.017113,            0.013319,          0.00088932,             0.74383,             0.64764,             0.68626,             0.47399,            0.030487,            0.017098,            0.010811,            0.006601,            0.006601,            0.006601
                 208,             0.01784,            0.013674,           0.0010365,             0.72918,             0.67285,             0.67418,             0.45187,            0.030724,            0.017629,             0.01412,           0.0065845,           0.0065845,           0.0065845
                 209,            0.017396,            0.013301,           0.0010124,             0.78286,             0.67951,             0.70936,             0.51092,            0.030217,            0.017096,            0.015065,            0.006568,            0.006568,            0.006568
                 210,            0.017101,            0.013143,           0.0010611,             0.74741,             0.68201,              0.7341,             0.52316,            0.030236,            0.017095,             0.01349,           0.0065515,           0.0065515,           0.0065515
                 211,            0.017568,            0.012966,           0.0010981,             0.81146,             0.63176,             0.70096,             0.49293,            0.031272,            0.016802,            0.016179,            0.006535,            0.006535,            0.006535
                 212,            0.016932,            0.012888,           0.0012404,             0.70963,             0.67538,             0.70661,             0.50239,            0.031036,             0.01697,            0.014436,           0.0065185,           0.0065185,           0.0065185
                 213,            0.017406,            0.013081,           0.0013324,             0.72856,              0.7212,             0.71912,             0.48929,            0.030617,            0.017492,            0.014014,            0.006502,            0.006502,            0.006502
                 214,            0.017577,            0.013446,           0.0010058,             0.64389,             0.74198,             0.69511,             0.50087,            0.030781,            0.017267,             0.01236,           0.0064855,           0.0064855,           0.0064855
                 215,            0.016919,            0.013005,            0.001156,             0.76686,             0.69014,              0.7331,             0.52097,            0.030992,            0.016852,            0.011329,            0.006469,            0.006469,            0.006469
                 216,            0.017171,             0.01308,           0.0010027,             0.67875,              0.7243,             0.70911,             0.49474,            0.031808,            0.017336,            0.011959,           0.0064525,           0.0064525,           0.0064525
                 217,            0.017497,            0.013432,           0.0010822,             0.79916,              0.6652,             0.72419,             0.51141,            0.031245,            0.016836,            0.011589,            0.006436,            0.006436,            0.006436
                 218,            0.017139,            0.012563,          0.00094052,             0.83212,             0.65028,             0.72718,              0.5219,            0.031569,            0.016432,            0.011715,           0.0064195,           0.0064195,           0.0064195
                 219,            0.016821,            0.013085,          0.00084973,             0.78304,             0.63999,              0.7314,             0.52972,            0.032243,             0.01693,            0.013924,            0.006403,            0.006403,            0.006403
                 220,            0.016816,            0.012559,          0.00099865,             0.83263,             0.62244,             0.72457,             0.50224,            0.031147,            0.016729,            0.014963,           0.0063865,           0.0063865,           0.0063865
                 221,            0.016991,            0.012739,          0.00096062,             0.66185,             0.73422,             0.72441,             0.49107,            0.031366,            0.017442,            0.015099,             0.00637,             0.00637,             0.00637
                 222,             0.01719,            0.012927,           0.0011254,             0.74909,             0.71343,             0.73554,             0.49626,            0.031492,            0.017268,            0.015278,           0.0063535,           0.0063535,           0.0063535
                 223,            0.017493,             0.01306,           0.0010354,             0.83552,             0.62828,             0.75498,             0.51191,            0.031836,            0.017105,            0.012532,            0.006337,            0.006337,            0.006337
                 224,            0.017033,            0.012585,           0.0010212,             0.71597,             0.72232,             0.75624,             0.50966,            0.030948,             0.01678,            0.012697,           0.0063205,           0.0063205,           0.0063205
                 225,             0.01658,            0.012848,           0.0009264,             0.79438,              0.6725,             0.75417,             0.52153,             0.03107,            0.017644,            0.013068,            0.006304,            0.006304,            0.006304
                 226,             0.01673,            0.012939,          0.00084278,              0.7341,             0.67323,             0.71796,             0.51145,            0.030309,             0.01779,             0.01513,           0.0062875,           0.0062875,           0.0062875
                 227,            0.017009,            0.013196,          0.00084938,             0.76545,             0.63988,             0.71631,             0.50349,            0.030836,            0.017331,            0.014862,            0.006271,            0.006271,            0.006271
                 228,            0.016549,            0.012601,          0.00094724,             0.66894,             0.70384,              0.6971,             0.47335,            0.030678,            0.017525,            0.014343,           0.0062545,           0.0062545,           0.0062545
                 229,            0.017141,            0.012422,          0.00091862,             0.77658,             0.64372,             0.69661,             0.48069,            0.031049,            0.017995,            0.013091,            0.006238,            0.006238,            0.006238
                 230,            0.017027,            0.012451,          0.00095872,             0.91276,             0.63344,             0.72916,             0.51017,            0.030976,            0.017432,            0.012854,           0.0062215,           0.0062215,           0.0062215
                 231,            0.016546,            0.013023,          0.00091273,             0.70914,             0.72199,             0.72088,             0.51179,            0.031435,            0.017075,            0.014311,            0.006205,            0.006205,            0.006205
                 232,            0.016718,            0.012859,           0.0010057,             0.77211,             0.64361,             0.68674,             0.47511,            0.032033,            0.017228,            0.013273,           0.0061885,           0.0061885,           0.0061885
                 233,            0.016705,            0.012699,          0.00077103,             0.74293,             0.66785,             0.69077,             0.48993,            0.031544,            0.017633,            0.012456,            0.006172,            0.006172,            0.006172
                 234,            0.016899,            0.012758,           0.0009001,             0.75411,             0.68276,              0.6866,             0.47728,            0.032007,            0.017778,            0.012227,           0.0061555,           0.0061555,           0.0061555
                 235,            0.016591,            0.012431,          0.00093099,             0.72307,             0.69454,             0.69555,             0.46531,            0.032059,            0.017675,            0.012705,            0.006139,            0.006139,            0.006139
                 236,             0.01667,             0.01254,          0.00098117,             0.79781,             0.65588,             0.69601,             0.46203,             0.03174,            0.017586,            0.016007,           0.0061225,           0.0061225,           0.0061225
                 237,            0.016403,            0.012398,          0.00088759,             0.84601,             0.63555,             0.68428,              0.4677,            0.031281,            0.017412,            0.015475,            0.006106,            0.006106,            0.006106
                 238,            0.016349,            0.012336,           0.0010908,             0.77338,             0.61671,             0.69058,             0.47301,             0.03186,            0.017883,            0.015343,           0.0060895,           0.0060895,           0.0060895
                 239,             0.01695,            0.012924,          0.00091478,             0.82238,             0.60947,             0.70812,             0.49286,            0.031652,            0.017697,            0.014524,            0.006073,            0.006073,            0.006073
                 240,            0.016476,             0.01285,          0.00081317,             0.76247,             0.65111,             0.70394,             0.49326,            0.031908,            0.017417,            0.016054,           0.0060565,           0.0060565,           0.0060565
                 241,            0.016179,            0.011921,          0.00087048,             0.71274,             0.66519,             0.70067,             0.48057,            0.032021,            0.017568,            0.016215,             0.00604,             0.00604,             0.00604
                 242,            0.016568,            0.012568,          0.00080863,             0.82695,             0.64172,             0.71433,             0.48188,            0.032264,            0.017041,            0.015906,           0.0060235,           0.0060235,           0.0060235
                 243,            0.016431,             0.01187,          0.00082961,             0.68781,             0.73111,             0.73539,             0.50568,            0.031549,            0.017569,            0.015533,            0.006007,            0.006007,            0.006007
                 244,            0.016284,            0.012604,          0.00092351,             0.79336,             0.67051,             0.71526,             0.48551,             0.03198,            0.017423,            0.016881,           0.0059905,           0.0059905,           0.0059905
                 245,            0.016655,            0.012922,          0.00088994,             0.82472,             0.62949,             0.72487,             0.49535,            0.032043,            0.017425,            0.015279,            0.005974,            0.005974,            0.005974
                 246,            0.016447,            0.012485,          0.00099443,             0.65861,             0.76754,             0.73046,             0.52475,            0.030916,              0.0175,            0.014116,           0.0059575,           0.0059575,           0.0059575
                 247,             0.01666,            0.012856,          0.00091647,             0.71121,             0.70055,             0.73923,             0.48215,            0.031395,            0.017364,            0.016036,            0.005941,            0.005941,            0.005941
                 248,            0.015966,            0.012551,          0.00095964,             0.85864,             0.62995,             0.72057,             0.49844,            0.031454,            0.017501,            0.014274,           0.0059245,           0.0059245,           0.0059245
                 249,            0.016941,            0.012695,           0.0010653,             0.76937,              0.6581,             0.70492,             0.48232,            0.031877,            0.017616,            0.012638,            0.005908,            0.005908,            0.005908
                 250,            0.016174,            0.012513,          0.00097134,             0.69887,             0.73452,             0.71744,             0.50967,            0.032224,            0.017506,            0.013007,           0.0058915,           0.0058915,           0.0058915
                 251,            0.016103,            0.012756,          0.00091755,              0.8429,             0.64312,             0.70764,             0.50111,            0.031878,            0.017451,            0.013613,            0.005875,            0.005875,            0.005875
                 252,            0.015995,            0.012078,          0.00087272,              0.8022,              0.6451,             0.73193,             0.50648,            0.031668,            0.017086,            0.013284,           0.0058585,           0.0058585,           0.0058585
                 253,            0.016539,              0.0124,          0.00081782,             0.82157,             0.65983,             0.72118,              0.4891,            0.032157,             0.01746,            0.013932,            0.005842,            0.005842,            0.005842
                 254,            0.016292,            0.011846,          0.00075019,             0.79933,             0.67303,             0.71513,             0.48959,            0.032322,            0.017859,            0.014365,           0.0058255,           0.0058255,           0.0058255
                 255,            0.016626,             0.01243,          0.00084138,             0.86766,             0.60261,             0.70628,             0.47933,            0.031391,             0.01743,            0.013299,            0.005809,            0.005809,            0.005809
                 256,            0.016219,            0.011934,          0.00084135,             0.83779,             0.60492,             0.69434,              0.4773,            0.031558,            0.017342,            0.014799,           0.0057925,           0.0057925,           0.0057925
                 257,            0.016194,            0.012213,          0.00089706,             0.72875,             0.68273,             0.70016,             0.48924,            0.031974,            0.017669,            0.014601,            0.005776,            0.005776,            0.005776
                 258,            0.016172,            0.012274,           0.0008524,             0.77761,             0.66424,             0.70576,              0.4918,            0.031573,            0.017695,            0.014168,           0.0057595,           0.0057595,           0.0057595
                 259,            0.016098,            0.012408,          0.00085846,              0.7664,             0.65502,             0.69907,             0.50332,            0.031564,            0.017835,            0.015227,            0.005743,            0.005743,            0.005743
                 260,             0.01603,            0.012161,          0.00095265,             0.77542,             0.66082,             0.70104,             0.49051,            0.031274,            0.017361,             0.01401,           0.0057265,           0.0057265,           0.0057265
                 261,            0.016186,            0.012201,          0.00067187,             0.79811,             0.69088,             0.71294,             0.50449,            0.031126,             0.01743,            0.016164,             0.00571,             0.00571,             0.00571
                 262,            0.016575,            0.012352,           0.0010694,             0.78524,             0.62013,             0.68139,             0.47502,            0.031837,            0.017603,            0.018719,           0.0056935,           0.0056935,           0.0056935
                 263,            0.016011,            0.012617,          0.00086667,             0.74348,              0.6294,             0.69188,              0.4889,            0.032146,            0.017285,            0.018845,            0.005677,            0.005677,            0.005677
                 264,            0.016148,            0.012281,          0.00089101,             0.82294,             0.61769,             0.68077,             0.48583,            0.031725,             0.01727,            0.016204,           0.0056605,           0.0056605,           0.0056605
                 265,            0.016076,            0.012102,          0.00090021,             0.73748,             0.65922,             0.67078,             0.47473,            0.032015,            0.017294,            0.015157,            0.005644,            0.005644,            0.005644
                 266,            0.016251,              0.0122,          0.00092926,             0.79434,             0.62767,             0.71323,             0.51178,            0.031675,            0.017302,            0.015783,           0.0056275,           0.0056275,           0.0056275
                 267,            0.016016,            0.011842,          0.00070678,              0.7757,             0.63544,             0.72141,             0.50362,            0.031648,             0.01738,            0.017048,            0.005611,            0.005611,            0.005611
                 268,            0.015798,            0.011889,          0.00081631,             0.78933,             0.64298,              0.6831,             0.49114,            0.031883,            0.017017,            0.018407,           0.0055945,           0.0055945,           0.0055945
                 269,            0.015964,             0.01217,          0.00092199,             0.68836,              0.7096,             0.68153,              0.4806,            0.031384,            0.017095,            0.015706,            0.005578,            0.005578,            0.005578
                 270,             0.01587,            0.012083,          0.00079733,             0.79184,             0.63857,             0.69256,             0.47885,            0.031068,            0.017541,            0.013616,           0.0055615,           0.0055615,           0.0055615
                 271,            0.016218,            0.012342,          0.00072202,             0.85723,             0.61999,             0.70088,             0.49869,            0.031012,            0.017108,            0.012029,            0.005545,            0.005545,            0.005545
                 272,            0.015518,            0.012029,          0.00077379,             0.85887,             0.63019,             0.69112,             0.50162,            0.031254,            0.017286,            0.012944,           0.0055285,           0.0055285,           0.0055285
                 273,            0.015806,            0.012361,          0.00087932,             0.74467,             0.67869,             0.67004,             0.47126,            0.031534,            0.018101,            0.015123,            0.005512,            0.005512,            0.005512
                 274,            0.015754,             0.01206,          0.00081082,             0.80312,             0.63819,             0.67976,             0.48549,            0.031591,            0.018173,            0.014332,           0.0054955,           0.0054955,           0.0054955
                 275,            0.015497,            0.012308,          0.00077964,             0.85948,             0.61569,             0.68717,             0.49248,            0.031432,            0.017582,            0.015321,            0.005479,            0.005479,            0.005479
                 276,            0.015633,            0.012047,          0.00085504,             0.82573,             0.63826,             0.66723,             0.48613,             0.03177,            0.017764,            0.014921,           0.0054625,           0.0054625,           0.0054625
                 277,            0.016106,            0.012044,          0.00089375,             0.85437,               0.653,             0.70022,             0.50668,            0.032091,            0.018047,            0.013681,            0.005446,            0.005446,            0.005446
                 278,            0.015425,            0.011909,          0.00096776,             0.76686,             0.67895,             0.70456,              0.5021,            0.031197,            0.018106,            0.014671,           0.0054295,           0.0054295,           0.0054295
                 279,            0.015508,            0.012094,          0.00070043,              0.8148,             0.67348,             0.71432,             0.50135,            0.031035,            0.017686,            0.018569,            0.005413,            0.005413,            0.005413
                 280,             0.01567,            0.012367,          0.00071952,             0.67153,             0.71373,             0.71121,             0.50111,            0.030598,            0.017565,            0.018701,           0.0053965,           0.0053965,           0.0053965
                 281,            0.015945,            0.012186,          0.00080682,             0.79226,             0.68074,             0.71218,             0.50731,            0.030457,            0.017503,            0.018814,             0.00538,             0.00538,             0.00538
                 282,            0.015848,            0.012153,          0.00074525,             0.78661,             0.69695,               0.731,             0.52855,            0.031356,            0.017302,            0.018639,           0.0053635,           0.0053635,           0.0053635
                 283,            0.015267,            0.011862,          0.00070996,             0.84976,             0.61257,             0.69799,             0.50693,            0.031151,            0.017065,            0.018136,            0.005347,            0.005347,            0.005347
                 284,            0.015382,            0.012236,          0.00070024,               0.783,             0.67117,             0.69302,             0.49789,            0.030879,            0.017315,             0.01686,           0.0053305,           0.0053305,           0.0053305
                 285,            0.015359,            0.011679,          0.00079952,             0.78709,             0.68679,             0.71183,              0.5107,             0.03117,            0.017535,            0.016063,            0.005314,            0.005314,            0.005314
                 286,            0.015244,            0.012051,          0.00065046,             0.80202,             0.64704,             0.70502,             0.50989,            0.031544,            0.017445,            0.015704,           0.0052975,           0.0052975,           0.0052975
                 287,            0.015577,            0.012058,          0.00074791,             0.79955,             0.63038,             0.69619,             0.50394,            0.031023,            0.017851,            0.016275,            0.005281,            0.005281,            0.005281
